"baseMean"	"log2FoldChange"	"lfcSE"	"pvalue"	"padj"
"ENSG00000109113"	289.210987855958	-0.779157275464303	0.259453473340578	0.00267269820047809	0.290047950657288
"ENSG00000110777"	11496.666746787	-0.429093330760148	0.100955028759227	2.13444999841149e-05	0.00886606368305684
"ENSG00000111671"	135.275306475445	0.922894790538115	0.155039625457297	2.63854228959827e-09	6.35677608410015e-06
"ENSG00000113448"	53.8294774226863	-1.02296590146398	0.266259211458296	0.000122039551353416	0.0367522108900813
"ENSG00000114529"	69.4593506798796	-0.827015433924343	0.2577295400853	0.00133266999576869	0.179570312954126
"ENSG00000115145"	687.543606935839	0.339503873409173	0.0909087625688088	0.000188046575039513	0.0503379787316883
"ENSG00000115318"	598.606309686422	-1.0498878931909	0.18000481302951	5.45851472774064e-09	1.0958878068394e-05
"ENSG00000115756"	406.497066344873	0.571890288012862	0.143092396290743	6.42450607948988e-05	0.0209161081712257
"ENSG00000116260"	654.011803620678	0.452892449110968	0.143821117832271	0.00163831173449317	0.207549444121121
"ENSG00000116701"	1378.05661159029	1.09579739626124	0.169420942610043	9.93754573647117e-11	1.19707675941532e-06
"ENSG00000116793"	774.053577851795	0.572827043762901	0.121129303946077	2.2556816430858e-06	0.00162124914865067
"ENSG00000119673"	368.235713579708	0.427381084280701	0.121317679890062	0.000426971479489487	0.0909097230854954
"ENSG00000119866"	292.535533113165	-1.16876672016572	0.203730627901215	9.6468510202987e-09	1.66008524843597e-05
"ENSG00000119950"	128.449497931808	-0.789176713695028	0.25450478803992	0.00192977430030218	0.230159021994455
"ENSG00000123104"	1242.08713506962	0.823935189810462	0.189996645347427	1.4471837260982e-05	0.00645658339428847
"ENSG00000124203"	59.8670424149825	-0.785412072632328	0.230105020265578	0.00064186768208362	0.112057073889555
"ENSG00000125648"	2875.69576414523	-0.407505986016983	0.101960611428198	6.42315894608311e-05	0.0209161081712257
"ENSG00000125735"	672.584678108497	0.357030331256953	0.110587514843183	0.00124447004644191	0.172675032331509
"ENSG00000126603"	61.9246647333266	0.667987067844915	0.224591367895306	0.00293721907631606	0.307667312985246
"ENSG00000130052"	20.7118539534474	0.883521251637866	0.265065856969754	0.000858488524441039	0.13788470353889
"ENSG00000130590"	630.312005643096	0.590090516012648	0.175819906978067	0.000790153159642158	0.134058943113372
"ENSG00000130844"	293.333641724746	0.565646005049543	0.153141157223735	0.000221079767823632	0.0543495282286422
"ENSG00000131196"	731.689519009376	0.645293935842232	0.193280224064667	0.000841882638900485	0.137044841462098
"ENSG00000133243"	1467.87936710259	-0.335856027044795	0.0773726740281817	1.41992261352296e-05	0.00645658339428847
"ENSG00000133401"	104.05830816334	0.875911241660724	0.267953535462708	0.00107969400070236	0.158609682103178
"ENSG00000137078"	1279.04536325527	0.45219597988704	0.103758868128522	1.31170699826508e-05	0.00645658339428847
"ENSG00000137285"	407.375068333724	-1.04481964548656	0.265232636557503	8.17341787530211e-05	0.0259097346647077
"ENSG00000137331"	1092.62671764777	0.944367700446775	0.203771241416457	3.57887120147701e-06	0.00226900434173642
"ENSG00000139737"	932.38375473502	0.495968456180456	0.152723667025756	0.00116428090919349	0.168975034122226
"ENSG00000140297"	33.3195620438457	1.07402195905432	0.267521222822888	5.95172036867341e-05	0.02048412101744
"ENSG00000141506"	791.168382934301	-0.763501579291945	0.223636843191846	0.000640109060087405	0.112057073889555
"ENSG00000141526"	1333.17669968792	-0.453904622245678	0.130064313118104	0.000483296196384915	0.0938997738976239
"ENSG00000143067"	307.02310596489	0.516786360792625	0.171830253809158	0.00263371465538056	0.288415697624675
"ENSG00000143190"	1129.20367802842	-0.310804492028533	0.0980156489035413	0.00151931847613399	0.196792584553871
"ENSG00000143850"	17.1851018667031	0.831865692891257	0.265854269117267	0.00175385053898501	0.211268835926135
"ENSG00000147459"	46.3459764305872	0.939177097848687	0.267567348538006	0.00044800779084741	0.0909097230854954
"ENSG00000149289"	1132.77580875572	0.509282048951185	0.140892373206297	0.000300708895559084	0.0684429254735949
"ENSG00000149403"	21.9650070651173	0.90270770345517	0.26170434039704	0.00056195503619118	0.104018685036632
"ENSG00000150593"	3339.32419832742	-0.664615618252326	0.152772410483169	1.35911634044423e-05	0.00645658339428847
"ENSG00000150977"	3196.86179909761	0.437459981080412	0.13363568502063	0.00106214360820801	0.157957801289798
"ENSG00000150995"	722.870724811729	0.715609626702409	0.192600277207583	0.000202788536046778	0.0531041457656411
"ENSG00000151320"	26.8413884786338	-1.32202359258189	0.267371516424969	7.6332024412203e-07	0.000656782547192426
"ENSG00000151364"	37.3210519895626	1.26205119218083	0.267034947991013	2.28799896455765e-06	0.00162124914865067
"ENSG00000151474"	1484.92710642973	0.756236114773486	0.198472538023588	0.000138809001066028	0.0398117434962232
"ENSG00000151692"	199.636971245401	-0.669499164781376	0.164964509762976	4.94008533056386e-05	0.0185963337162413
"ENSG00000152127"	1744.61503133456	-0.647731819424572	0.197409046410083	0.00103378940894679	0.155662840252163
"ENSG00000152457"	734.197964478297	-0.331594191542227	0.0998138908728757	0.000893347617070124	0.139756693444503
"ENSG00000152495"	819.025513095498	-1.09443623761373	0.175988170043417	5.0095312454747e-10	2.23302826108537e-06
"ENSG00000160183"	58.4489619787903	0.9321931214733	0.264800072986625	0.00043095200522542	0.0909097230854954
"ENSG00000160602"	502.798843609108	-0.361800045545764	0.0938844766452491	0.000116359116088441	0.0359400490359323
"ENSG00000160746"	276.828084219545	0.750860729770274	0.254565749178356	0.00318211489334628	0.324845389874994
"ENSG00000160883"	59.6278810402725	0.817658478237635	0.257009407126857	0.00146547886132493	0.191882156125219
"ENSG00000162408"	847.939897375505	-0.244411391490881	0.0827787627332792	0.00315124579610101	0.324443648374639
"ENSG00000163082"	936.667893722234	0.506168800466981	0.166784962573951	0.00240648374713544	0.27608098302851
"ENSG00000163814"	182.292430604357	1.6224068670396	0.26208072785273	5.99792993881664e-10	2.23302826108537e-06
"ENSG00000164031"	1259.89474111752	0.231208323985588	0.0738755421590852	0.00174984588862021	0.211268835926135
"ENSG00000164823"	780.003279480425	0.372796123320153	0.125908865182314	0.00306800336403046	0.318596280371646
"ENSG00000165475"	273.385218210757	0.6093139658152	0.166574873330179	0.00025429178490043	0.0612639768182116
"ENSG00000165995"	120.195455725792	0.86938976213127	0.24054024236437	0.000301135235771255	0.0684429254735949
"ENSG00000166342"	88.1282222350931	1.34981602389674	0.265538840281031	3.70915199047325e-07	0.000446804448772407
"ENSG00000167513"	1470.6584944688	-0.357211358328982	0.115356492490109	0.0019576273179933	0.231191947770071
"ENSG00000168010"	1011.50325821646	-0.306021997457144	0.100653898984777	0.00236311819347451	0.27371270921725
"ENSG00000168255"	233.909445455906	0.533167535460476	0.129324572950468	3.74443180137571e-05	0.0150351418264573
"ENSG00000169255"	152.341122365514	0.742747156838267	0.23160750203137	0.00134163441523089	0.179570312954126
"ENSG00000169508"	876.880148584971	-0.916527529668394	0.179086835176413	3.0914827388745e-07	0.000413777789694247
"ENSG00000169621"	32.5713223852328	-0.80171670863682	0.248372536445151	0.00124711338310155	0.172675032331509
"ENSG00000170396"	74.4835129121695	0.860663387096247	0.265754724764918	0.00120133535902538	0.172277211128806
"ENSG00000170439"	20.8979566386053	0.889484519578672	0.259666195678887	0.000613686627241428	0.110335359876869
"ENSG00000173212"	124.462806751571	0.735560924816613	0.222595556381185	0.000951552647583483	0.145093711301147
"ENSG00000173875"	504.131707411614	0.334208626933818	0.104464719195109	0.00137786206531537	0.18239259822845
"ENSG00000174945"	131.079270903826	0.826468531150909	0.262687655706546	0.00165405500876869	0.207549444121121
"ENSG00000176485"	326.321189531452	0.680927024992925	0.141044951038404	1.38097740677897e-06	0.00110901692280397
"ENSG00000178789"	59.9881063854141	1.21190331307292	0.267771374821175	6.01423623842348e-06	0.00344988046324044
"ENSG00000180891"	31.9821471653851	-0.755445046144206	0.252834205925755	0.00280895187087517	0.302112805683592
"ENSG00000182013"	33.5619387865682	-1.70212188008701	0.384203619459856	9.4119596069036e-06	0.00515347570112549
"ENSG00000182511"	398.008506550658	-0.755496045613923	0.25331779725921	0.00285994201001593	0.304874880111964
"ENSG00000182512"	1421.58978630815	-0.301539520425934	0.085374311736394	0.000412475916755439	0.090339725331564
"ENSG00000183087"	40.9087626880151	-0.802913484052283	0.255920182596409	0.00170477257822763	0.209547862013572
"ENSG00000183784"	9.2299475599424	-0.769222235289547	0.250713287199101	0.00215399216744256	0.251912520864205
"ENSG00000186522"	333.269408880459	-0.996822985680931	0.263028041227597	0.000150770206994182	0.0422366956616724
"ENSG00000187796"	175.77769270933	1.0629481072491	0.249214489454354	1.99728715714885e-05	0.0085926146767911
"ENSG00000188227"	65.5170073928933	1.20971059431644	0.242649441933442	6.18257585927587e-07	0.000572886990775671
"ENSG00000197044"	271.614016149735	0.390759584979965	0.124363413705192	0.00167753161280907	0.208325214514414
"ENSG00000198380"	2879.41595135181	0.369016932327859	0.0668406267101798	3.37367754890052e-08	5.07991496925696e-05
"ENSG00000198680"	14.6983659605209	-0.834637445869412	0.239606708061362	0.000495154127259572	0.0946766129677588
"ENSG00000198853"	10.5240252183278	0.841812875212104	0.254671642559829	0.000948127357554048	0.145093711301147
"ENSG00000218819"	40.297940468398	-1.87315236751733	0.373409735805731	5.26635010147101e-07	0.000572886990775671
"ENSG00000239713"	2779.22166505202	0.346634174169355	0.102096865004778	0.000685910030000123	0.118035317448307
"ENSG00000243710"	191.08417847121	-0.717331411262885	0.240987624719815	0.00291433847267509	0.307667312985246
"ENSG00000244187"	430.04342344032	0.351061196129726	0.100096683784641	0.000452812832901355	0.0909097230854954
"ENSG00000257923"	658.191759620803	-0.584370411576433	0.19385630929134	0.00257444503376989	0.286766406460452
"ENSG00000262246"	730.112170647699	-0.428682257843747	0.135977577438641	0.00161826044714855	0.20737835474842
